Timestamp	Process	TID	Area	Category	EventID	Level	Message	Correlation
07/27/2026 17:34:46.448	WINWORD (0x61A8)	0x78C	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0006]\tINFO   \tLogTelemetryData:464\tKey: api_name, Value: DiscoverAccounts","IsError":false}	
07/27/2026 17:34:46.448	WINWORD (0x61A8)	0x78C	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0006]\tINFO   \tLogTelemetryData:464\tKey: was_request_throttled, Value: false","IsError":false}	
07/27/2026 17:34:46.448	WINWORD (0x61A8)	0x78C	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0006]\tINFO   \tLogTelemetryData:464\tKey: authority_type, Value: Unknown","IsError":false}	
07/27/2026 17:34:46.448	WINWORD (0x61A8)	0x78C	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0006]\tINFO   \tLogTelemetryData:464\tKey: msal_version, Value: 1.1.0+012a7425","IsError":false}	
07/27/2026 17:34:46.448	WINWORD (0x61A8)	0x78C	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0006]\tINFO   \tLogTelemetryData:464\tKey: client_id, Value: 00000000480728C5","IsError":false}	
07/27/2026 17:34:46.448	WINWORD (0x61A8)	0x78C	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0006]\tINFO   \tLogTelemetryData:464\tKey: correlation_id, Value: 064b0726-cea6-46bb-bc2f-a0a5f5f0b9f7","IsError":false}	
07/27/2026 17:34:46.448	WINWORD (0x61A8)	0x78C	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0006]\tINFO   \tLogTelemetryData:464\tKey: broker_app_used, Value: true","IsError":false}	
07/27/2026 17:34:46.448	WINWORD (0x61A8)	0x78C	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0006]\tINFO   \tLogTelemetryData:464\tKey: request_eligible_for_broker, Value: true","IsError":false}	
07/27/2026 17:34:46.448	WINWORD (0x61A8)	0x78C	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0006]\tINFO   \tLogTelemetryData:464\tKey: auth_flow, Value: Broker","IsError":false}	
07/27/2026 17:34:46.448	WINWORD (0x61A8)	0x78C	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0006]\tINFO   \tLogTelemetryData:464\tKey: is_successful, Value: true","IsError":false}	
07/27/2026 17:34:46.448	WINWORD (0x61A8)	0x78C	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0006]\tINFO   \tLogTelemetryData:464\tKey: storage_read, Value: DAC|DAC","IsError":false}	
07/27/2026 17:34:46.448	WINWORD (0x61A8)	0x78C	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0006]\tINFO   \tLogTelemetryData:464\tKey: storage_accounts_count, Value: 2","IsError":false}	
07/27/2026 17:34:46.448	WINWORD (0x61A8)	0x78C	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0006]\tINFO   \tLogTelemetryData:464\tKey: stop_time, Value: 2026-07-27T17:34:46.000Z","IsError":false}	
07/27/2026 17:34:46.448	WINWORD (0x61A8)	0x78C	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0006]\tINFO   \tLogTelemetryData:464\tKey: request_duration, Value: 125","IsError":false}	
07/27/2026 17:34:46.448	WINWORD (0x61A8)	0x78C	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0006]\tINFO   \tLogTelemetryData:469\tPrinting Execution Flow:","IsError":false}	
